,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2009-03-01,1,5,2,9,3,3,6,17,23
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,7,1,4,3,11,4,15
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2009-03-01,2,2,1,3,12,5,15,10,25
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2009-03-01,16,3,16,12,19,24,51,39,90
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2009-03-01,71,41,129,93,311,344,511,478,989
SAN MATIAS,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,2,0,0,0,2,0,2
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2009-03-01,3,4,9,4,9,5,21,13,34
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2009-03-01,3,1,2,6,7,10,12,17,29
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-03-01,55,34,46,37,61,59,162,130,292
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,1,3,7,7,12,12,20,32
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,1,5,2,0,3,5,8
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2009-03-01,0,3,4,0,3,1,7,4,11
SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,0,2,0,0,0,2,2
SAN RAMON,talla para la edad (t/e),talla baja (tb),2009-03-01,1,2,3,6,0,1,4,9,13
SANTA ANA,talla para la edad (t/e),talla baja (tb),2009-03-01,5,6,1,0,0,0,6,6,12
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2009-03-01,147,130,104,108,122,135,373,373,746
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,0,3,1,5,1,10,2,12
SANTA ROSA DEL SARA,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,0,0,1,1,1,1,2
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2009-03-01,3,4,5,4,3,1,11,9,20
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2009-03-01,3,3,2,3,9,11,14,17,31
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-03-01,3,3,6,1,9,6,18,10,28
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,1,2,16,12,17,14,31
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2009-03-01,3,3,9,5,26,17,38,25,63
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2009-03-01,5,5,11,9,22,18,38,32,70
SENA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,0,0,0,1,0,3,0,3
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2009-03-01,12,10,8,16,13,9,33,35,68
SICAYA,talla para la edad (t/e),talla baja (tb),2009-03-01,6,5,12,8,18,20,36,33,69
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2009-03-01,7,9,26,29,32,24,65,62,127
SOPACHUY,talla para la edad (t/e),talla baja (tb),2009-03-01,10,11,26,20,85,86,121,117,238
SORACACHI,talla para la edad (t/e),talla baja (tb),2009-03-01,4,4,10,6,21,14,35,24,59
SORATA,talla para la edad (t/e),talla baja (tb),2009-03-01,10,19,10,18,36,37,56,74,130
SUCRE,talla para la edad (t/e),talla baja (tb),2009-03-01,39,31,80,59,172,164,291,254,545
TACACOMA,talla para la edad (t/e),talla baja (tb),2009-03-01,3,4,1,5,4,10,8,19,27
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2009-03-01,4,7,8,12,6,5,18,24,42
TACOPAYA,talla para la edad (t/e),talla baja (tb),2009-03-01,9,8,22,12,37,40,68,60,128
TAHUA,talla para la edad (t/e),talla baja (tb),2009-03-01,1,0,0,2,1,0,2,2,4
TAPACARI,talla para la edad (t/e),talla baja (tb),2009-03-01,46,44,90,53,67,70,203,167,370
TARABUCO,talla para la edad (t/e),talla baja (tb),2009-03-01,25,28,60,65,186,195,271,288,559
TARACO,talla para la edad (t/e),talla baja (tb),2009-03-01,0,2,2,2,0,0,2,4,6
TARATA,talla para la edad (t/e),talla baja (tb),2009-03-01,3,2,4,2,5,3,12,7,19
TARIJA,talla para la edad (t/e),talla baja (tb),2009-03-01,16,16,8,7,18,11,42,34,76
TARVITA,talla para la edad (t/e),talla baja (tb),2009-03-01,35,20,60,65,203,167,298,252,550
TEOPONTE,talla para la edad (t/e),talla baja (tb),2009-03-01,1,2,3,10,9,10,13,22,35
TIAWANACU,talla para la edad (t/e),talla baja (tb),2009-03-01,3,4,4,4,5,3,12,11,23
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2009-03-01,49,28,52,48,53,49,154,125,279
TIPUANI,talla para la edad (t/e),talla baja (tb),2009-03-01,0,2,6,5,6,4,12,11,23
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2009-03-01,5,10,31,30,18,27,54,67,121
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2009-03-01,14,11,18,18,23,11,55,40,95
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2009-03-01,2,1,2,0,1,1,5,2,7
TOCO,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,1,0,1,2,2,2,4
TOLATA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,4,5,4,6,8,13,16,29
TOLEDO,talla para la edad (t/e),talla baja (tb),2009-03-01,0,1,4,5,4,4,8,10,18
TOMAVE,talla para la edad (t/e),talla baja (tb),2009-03-01,29,9,26,29,29,49,84,87,171
TOMINA,talla para la edad (t/e),talla baja (tb),2009-03-01,8,12,26,22,97,111,131,145,276
TORO TORO,talla para la edad (t/e),talla baja (tb),2009-03-01,13,15,31,31,41,53,85,99,184
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2009-03-01,7,10,19,30,22,12,48,52,100
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2009-03-01,7,3,6,3,10,13,23,19,42
TRIGAL,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,0,1,4,1,4,2,6
TRINIDAD,talla para la edad (t/e),talla baja (tb),2009-03-01,26,53,55,34,31,35,112,122,234
TUPIZA,talla para la edad (t/e),talla baja (tb),2009-03-01,32,12,41,31,68,40,141,83,224
TURCO,talla para la edad (t/e),talla baja (tb),2009-03-01,6,0,12,6,7,8,25,14,39
UMALA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,0,10,4,2,5,14,9,23
UNCIA,talla para la edad (t/e),talla baja (tb),2009-03-01,16,13,29,16,52,40,97,69,166
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2009-03-01,6,7,7,10,9,8,22,25,47
UYUNI,talla para la edad (t/e),talla baja (tb),2009-03-01,10,7,27,29,34,37,71,73,144
VACAS,talla para la edad (t/e),talla baja (tb),2009-03-01,10,5,16,11,7,10,33,26,59
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,5,0,5,0,10,0,10
VIACHA,talla para la edad (t/e),talla baja (tb),2009-03-01,16,8,20,15,19,23,55,46,101
VILA VILA,talla para la edad (t/e),talla baja (tb),2009-03-01,6,6,20,10,26,21,52,37,89
VILLA MONTES,talla para la edad (t/e),talla baja (tb),2009-03-01,8,9,12,5,16,17,36,31,67
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2009-03-01,4,6,0,2,2,2,6,10,16
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-03-01,1,0,3,5,3,4,7,9,16
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-03-01,12,7,55,22,76,75,143,104,247
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-03-01,39,36,56,47,66,69,161,152,313
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-03-01,0,1,6,3,16,16,22,20,42
VILLAZON,talla para la edad (t/e),talla baja (tb),2009-03-01,25,18,39,20,69,50,133,88,221
VINTO,talla para la edad (t/e),talla baja (tb),2009-03-01,1,2,11,2,4,4,16,8,24
VITICHI,talla para la edad (t/e),talla baja (tb),2009-03-01,18,11,20,16,56,48,94,75,169
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-03-01,3,2,3,6,3,3,9,11,20
WARNES,talla para la edad (t/e),talla baja (tb),2009-03-01,1,2,3,1,2,2,6,5,11
YACO,talla para la edad (t/e),talla baja (tb),2009-03-01,12,3,10,8,30,18,52,29,81
YACUIBA,talla para la edad (t/e),talla baja (tb),2009-03-01,5,7,21,21,24,37,50,65,115
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-03-01,10,6,33,29,98,94,141,129,270
YANACACHI,talla para la edad (t/e),talla baja (tb),2009-03-01,0,0,5,2,2,2,7,4,11
YAPACANI,talla para la edad (t/e),talla baja (tb),2009-03-01,4,7,5,8,10,4,19,19,38
YOCALLA,talla para la edad (t/e),talla baja (tb),2009-03-01,6,3,6,6,5,2,17,11,28
YOTALA,talla para la edad (t/e),talla baja (tb),2009-03-01,7,5,11,8,39,47,57,60,117
YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-03-01,11,3,21,12,24,20,56,35,91
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-03-01,7,6,18,18,64,73,89,97,186
ACACIO,talla para la edad (t/e),talla baja (tb),2009-04-01,21,17,28,23,55,56,104,96,200
ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-04-01,24,9,25,25,28,21,77,55,132
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,2,4,4,4,5,11,11,22
AIQUILE,talla para la edad (t/e),talla baja (tb),2009-04-01,17,13,36,23,64,44,117,80,197
ALALAY,talla para la edad (t/e),talla baja (tb),2009-04-01,7,5,20,10,46,28,73,43,116
ALCALA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,1,7,3,29,41,37,45,82
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-04-01,7,9,13,13,24,20,44,42,86
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,2,9,10,25,22,37,34,71
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-04-01,5,1,6,4,9,7,20,12,32
ANZALDO,talla para la edad (t/e),talla baja (tb),2009-04-01,4,1,13,7,4,5,21,13,34
APOLO,talla para la edad (t/e),talla baja (tb),2009-04-01,1,2,11,7,29,29,41,38,79
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2009-04-01,16,9,22,18,33,31,71,58,129
ARANI,talla para la edad (t/e),talla baja (tb),2009-04-01,10,6,29,3,10,12,49,21,70
ARBIETO,talla para la edad (t/e),talla baja (tb),2009-04-01,4,4,9,8,9,24,22,36,58
ARQUE,talla para la edad (t/e),talla baja (tb),2009-04-01,29,28,52,40,86,67,167,135,302
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2009-04-01,0,8,7,9,16,22,23,39,62
ATOCHA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,2,6,3,12,14,21,19,40
AUCAPATA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,3,10,3,15,11,28,17,45
AYATA,talla para la edad (t/e),talla baja (tb),2009-04-01,8,15,22,24,19,24,49,63,112
AYO AYO,talla para la edad (t/e),talla baja (tb),2009-04-01,11,7,8,6,10,12,29,25,54
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2009-04-01,19,14,27,28,43,32,89,74,163
AZURDUY,talla para la edad (t/e),talla baja (tb),2009-04-01,17,27,45,37,122,116,184,180,364
BATALLAS,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,2,1,1,8,3,10,13
BAURES,talla para la edad (t/e),talla baja (tb),2009-04-01,4,0,3,0,4,5,11,5,16
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,0,3,6,3,6,6,12
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2009-04-01,1,5,3,2,2,8,6,15,21
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2009-04-01,1,1,2,1,3,2,6,4,10
BERMEJO,talla para la edad (t/e),talla baja (tb),2009-04-01,3,2,4,4,6,5,13,11,24
BETANZOS,talla para la edad (t/e),talla baja (tb),2009-04-01,58,42,125,78,143,125,326,245,571
BOLIVAR,talla para la edad (t/e),talla baja (tb),2009-04-01,14,12,33,29,29,27,76,68,144
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,4,0,10,5,15,5,20
BOYUIBE,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,1,1,6,8,7,10,17
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,2,1,1,2,3,4,7
CABEZAS,talla para la edad (t/e),talla baja (tb),2009-04-01,0,6,5,3,10,5,15,14,29
CAIROMA,talla para la edad (t/e),talla baja (tb),2009-04-01,10,11,12,9,21,21,43,41,84
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2009-04-01,7,14,17,22,24,23,48,59,107
CAJUATA,talla para la edad (t/e),talla baja (tb),2009-04-01,7,4,12,12,15,20,34,36,70
CALACOTO,talla para la edad (t/e),talla baja (tb),2009-04-01,7,0,11,9,13,19,31,28,59
CALAMARCA,talla para la edad (t/e),talla baja (tb),2009-04-01,13,12,13,11,27,21,53,44,97
CAMARGO,talla para la edad (t/e),talla baja (tb),2009-04-01,13,11,30,24,88,99,131,134,265
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,3,3,10,15,13,19,32
CAMIRI,talla para la edad (t/e),talla baja (tb),2009-04-01,4,3,11,3,6,13,21,19,40
CAPINOTA,talla para la edad (t/e),talla baja (tb),2009-04-01,9,6,20,21,18,19,47,46,93
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2009-04-01,13,6,14,11,32,32,59,49,108
CARACOLLO,talla para la edad (t/e),talla baja (tb),2009-04-01,14,13,15,21,20,31,49,65,114
CARANAVI,talla para la edad (t/e),talla baja (tb),2009-04-01,25,22,32,29,46,59,103,110,213
CARANGAS,talla para la edad (t/e),talla baja (tb),2009-04-01,1,1,0,1,0,2,1,4,5
CARAPARI,talla para la edad (t/e),talla baja (tb),2009-04-01,5,0,3,2,10,10,18,12,30
CARIPUYO,talla para la edad (t/e),talla baja (tb),2009-04-01,30,10,38,27,82,67,150,104,254
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,1,0,0,0,2,0,2
CATACORA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,4,1,6,10,11,11,22
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2009-04-01,43,31,64,56,119,141,226,228,454
CHAQUI,talla para la edad (t/e),talla baja (tb),2009-04-01,10,23,23,15,18,25,51,63,114
CHARAGUA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,3,4,7,3,4,10,14,24
CHAYANTA,talla para la edad (t/e),talla baja (tb),2009-04-01,13,15,21,15,33,31,67,61,128
CHIMORE,talla para la edad (t/e),talla baja (tb),2009-04-01,1,2,1,1,10,9,12,12,24
CHIPAYA,talla para la edad (t/e),talla baja (tb),2009-04-01,5,2,4,3,11,28,20,33,53
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,1,1,4,0,6,1,7
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2009-04-01,6,1,5,0,3,4,14,5,19
CHUMA,talla para la edad (t/e),talla baja (tb),2009-04-01,7,3,20,22,26,28,53,53,106
CLIZA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,5,10,6,11,11,22,22,44
COBIJA,talla para la edad (t/e),talla baja (tb),2009-04-01,53,27,69,44,52,44,174,115,289
COCHABAMBA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,2,3,7,4,10,7,17
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2009-04-01,10,2,14,10,14,12,38,24,62
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2009-04-01,15,7,13,15,31,36,59,58,117
COLLANA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,2,1,0,0,3,1,5,6
COLOMI,talla para la edad (t/e),talla baja (tb),2009-04-01,4,8,21,19,28,24,53,51,104
COLPA BELGICA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,0,0,1,0,1,1,2
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2009-04-01,65,64,119,112,48,41,232,217,449
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2009-04-01,6,7,15,13,6,17,27,37,64
COLQUIRI,talla para la edad (t/e),talla baja (tb),2009-04-01,29,8,19,10,34,43,82,61,143
COMANCHE,talla para la edad (t/e),talla baja (tb),2009-04-01,4,4,6,2,5,6,15,12,27
COMARAPA,talla para la edad (t/e),talla baja (tb),2009-04-01,5,8,13,5,10,11,28,24,52
COMBAYA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,0,3,5,5,5,8,13
CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-04-01,7,0,4,8,8,6,19,14,33
COPACABANA,talla para la edad (t/e),talla baja (tb),2009-04-01,5,2,9,2,9,2,23,6,29
CORIPATA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,2,0,2,2,5,2,7
CORO CORO,talla para la edad (t/e),talla baja (tb),2009-04-01,8,7,4,8,18,11,30,26,56
COROICO,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,2,5,15,7,17,13,30
CORQUE,talla para la edad (t/e),talla baja (tb),2009-04-01,7,4,12,6,13,19,32,29,61
COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-04-01,17,9,37,28,87,68,141,105,246
COTOCA,talla para la edad (t/e),talla baja (tb),2009-04-01,20,13,24,21,14,20,58,54,112
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,1,1,1,1,3,2,5
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,0,2,1,0,2,2,4
CUEVO,talla para la edad (t/e),talla baja (tb),2009-04-01,4,1,5,5,15,17,24,23,47
CULPINA,talla para la edad (t/e),talla baja (tb),2009-04-01,17,15,34,35,65,78,116,128,244
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-04-01,7,7,8,4,6,5,21,16,37
CURVA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,5,4,16,15,21,19,40
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-04-01,4,1,6,4,5,3,15,8,23
EL ALTO,talla para la edad (t/e),talla baja (tb),2009-04-01,449,305,466,321,514,468,1429,1094,2523
EL CHORO,talla para la edad (t/e),talla baja (tb),2009-04-01,3,4,6,3,8,5,17,12,29
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-04-01,9,10,12,16,14,17,35,43,78
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-04-01,4,10,21,28,33,25,58,63,121
EL TORNO,talla para la edad (t/e),talla baja (tb),2009-04-01,5,4,10,7,15,16,30,27,57
EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-04-01,7,5,7,4,51,41,65,50,115
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-04-01,3,4,17,8,11,12,31,24,55
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-04-01,7,6,9,11,12,21,28,38,66
ESCARA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,0,0,2,1,2,1,3
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-04-01,6,5,15,10,29,20,50,35,85
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,0,0,1,1,1,1,2
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-04-01,2,2,2,1,5,5,9,8,17
FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,1,4,0,3,1,7,2,9
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,3,4,4,10,9,16,16,32
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-04-01,6,1,15,15,27,23,48,39,87
GUANAY,talla para la edad (t/e),talla baja (tb),2009-04-01,4,3,7,12,20,13,31,28,59
GUAQUI,talla para la edad (t/e),talla baja (tb),2009-04-01,1,6,3,4,3,3,7,13,20
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-04-01,11,9,14,12,19,16,44,37,81
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-04-01,10,8,12,12,29,21,51,41,92
HUACARETA,talla para la edad (t/e),talla baja (tb),2009-04-01,5,8,11,8,29,21,45,37,82
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-04-01,1,2,4,1,5,3,10,6,16
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,1,0,3,5,8,7,12,19
HUANUNI,talla para la edad (t/e),talla baja (tb),2009-04-01,31,17,20,24,26,20,77,61,138
HUARACAJE,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,1,1,2,0,3,1,4
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,4,1,8,4,12,5,17
ICHOCA,talla para la edad (t/e),talla baja (tb),2009-04-01,6,6,9,3,5,5,20,14,34
ICLA,talla para la edad (t/e),talla baja (tb),2009-04-01,24,18,23,23,95,110,142,151,293
INCAHUASI,talla para la edad (t/e),talla baja (tb),2009-04-01,59,58,68,93,179,196,306,347,653
INGAVI (HUMAITA),talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,3,2,2,2,5,4,9
INQUISIVI,talla para la edad (t/e),talla baja (tb),2009-04-01,3,2,13,8,19,15,35,25,60
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2009-04-01,6,6,5,5,4,8,15,19,34
IXIAMAS,talla para la edad (t/e),talla baja (tb),2009-04-01,2,2,2,3,5,6,9,11,20
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-04-01,11,7,9,12,27,22,47,41,88
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2009-04-01,11,5,14,9,11,7,36,21,57
LA GUARDIA,talla para la edad (t/e),talla baja (tb),2009-04-01,11,6,15,12,24,10,50,28,78
LA PAZ,talla para la edad (t/e),talla baja (tb),2009-04-01,395,240,318,257,420,358,1133,855,1988
LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2009-04-01,4,4,9,8,19,17,32,29,61
LAJA,talla para la edad (t/e),talla baja (tb),2009-04-01,11,2,4,1,8,12,23,15,38
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2009-04-01,3,0,4,6,12,11,19,17,36
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,0,3,0,7,9,12,9,21
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2009-04-01,28,14,34,34,66,54,128,102,230
LLICA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,3,4,3,3,8,9,14,23
LORETO,talla para la edad (t/e),talla baja (tb),2009-04-01,4,2,1,0,4,5,9,7,16
LURIBAY,talla para la edad (t/e),talla baja (tb),2009-04-01,5,3,10,4,8,13,23,20,43
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,3,6,3,4,3,12,9,21
MACHARETI,talla para la edad (t/e),talla baja (tb),2009-04-01,6,0,9,0,11,12,26,12,38
MAGDALENA,talla para la edad (t/e),talla baja (tb),2009-04-01,6,2,0,2,4,1,10,5,15
MAIRANA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,0,6,4,8,7,17,11,28
MALLA,talla para la edad (t/e),talla baja (tb),2009-04-01,2,4,14,6,24,16,40,26,66
MAPIRI,talla para la edad (t/e),talla baja (tb),2009-04-01,4,6,5,17,8,11,17,34,51
MECAPACA,talla para la edad (t/e),talla baja (tb),2009-04-01,12,8,5,9,24,12,41,29,70
MINEROS,talla para la edad (t/e),talla baja (tb),2009-04-01,10,8,11,8,13,11,34,27,61
MIZQUE,talla para la edad (t/e),talla baja (tb),2009-04-01,16,15,35,35,72,82,123,132,255
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2009-04-01,2,1,13,8,24,32,39,41,80
MOJINETE,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,0,3,1,0,1,3,4
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,4,9,5,15,35,24,44,68
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2009-04-01,11,6,17,14,67,51,95,71,166
MONTERO,talla para la edad (t/e),talla baja (tb),2009-04-01,21,11,27,12,25,40,73,63,136
MORO MORO,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,2,0,3,0,6,0,6
MOROCHATA,talla para la edad (t/e),talla baja (tb),2009-04-01,34,33,52,46,51,60,137,139,276
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2009-04-01,1,4,6,2,5,5,12,11,23
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,1,3,3,0,5,3,8
OCURI,talla para la edad (t/e),talla baja (tb),2009-04-01,40,68,96,87,120,115,256,270,526
OKINAWA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,0,0,0,1,0,2,0,2
OMEREQUE,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,1,0,1,5,2,5,7
ORURO,talla para la edad (t/e),talla baja (tb),2009-04-01,136,87,162,116,111,82,409,285,694
PADCAYA,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,4,2,4,6,8,8,16
PADILLA,talla para la edad (t/e),talla baja (tb),2009-04-01,13,8,21,13,77,67,111,88,199
PAILON,talla para la edad (t/e),talla baja (tb),2009-04-01,3,9,6,3,9,11,18,23,41
PALCA,talla para la edad (t/e),talla baja (tb),2009-04-01,9,10,9,9,16,12,34,31,65
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-04-01,5,5,8,13,19,13,32,31,63
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-04-01,5,3,12,6,18,19,35,28,63
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-04-01,0,0,2,2,4,3,6,5,11
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-04-01,1,2,0,1,0,0,1,3,4
PASORAPA,talla para la edad (t/e),talla baja (tb),2009-04-01,3,3,3,3,7,5,13,11,24
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-04-01,8,5,3,3,10,3,21,11,32
PAZÑA,talla para la edad (t/e),talla baja (tb),2009-04-01,11,1,9,8,19,17,39,26,65
PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-04-01,9,17,17,13,20,14,46,44,90
POCOATA,talla para la edad (t/e),talla baja (tb),2009-04-01,46,28,87,75,65,79,198,182,380
POCONA,talla para la edad (t/e),talla baja (tb),2009-04-01,6,9,18,17,36,38,60,64,124
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-04-01,3,5,16,16,19,18,38,39,77
