,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,1,0,1,0,0,0,0,0,2,0,2
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,2,0,0,0,0,0,2,0,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,3,0,2,0,0,0,0,0,5,0,5
ROBORE,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,2,0,0,0,3,0,3
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,1,0,3,0,0,0,0,0,4,0,4
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2024-06-01,1,0,0,0,1,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-06-01,1,0,6,0,46,8,8,2,0,0,61,10,71
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,6,0,0,0,0,0,6,0,6
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,6,0,0,0,0,0,6,0,6
TIAHUANACU,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,1,0,8,0,0,0,0,0,9,0,9
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,3,0,0,0,0,0,3,0,3
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VINTO,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-06-01,0,0,2,0,0,0,1,0,0,0,3,0,3
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
APOLO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,1,0,0,0,2,0,2
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,1,1,0,0,0,0,2,1,3
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,11,1,1,0,0,0,12,1,13
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,4,0,0,0,0,0,4,0,4
COTOCA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,2,0,27,2,0,0,0,0,29,2,31
EL TORNO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
HUANUNI,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,15,1,1,0,0,0,16,1,17
MINEROS,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,1,0,0,0,2,0,2
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,19,0,1,0,0,0,21,0,21
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,4,0,2,0,0,0,6,0,6
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,13,0,47,10,1,1,0,0,61,11,72
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,8,0,1,0,0,0,10,0,10
TACACOMA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
TACOBAMBA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,2,0,8,0,2,0,0,0,12,0,12
TIAHUANACU,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
TOLATA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,2,0,7,0,0,0,0,0,9,0,9
TUPIZA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
URIONDO (A. CONCEPCION),salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA SERRANO,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,1,0,1,0,0,0,2,0,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,2,2
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
ACHOCALLA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,1,0,5,0,0,0,0,0,6,0,6
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,1,0,0,0,0,1,1,2
COTOCA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,2,0,14,0,2,0,0,0,18,0,18
HUANUNI,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
INCAHUASI,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,2,0,22,0,1,0,0,0,25,0,25
LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,6,0,1,0,0,0,7,0,7
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,2,0,5,0,4,0,0,0,11,0,11
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,2,0,0,0,0,0,2,0,2
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,3,0,2,0,0,0,0,0,5,0,5
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,4,0,0,0,0,0,4,0,4
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,6,0,1,0,0,0,7,0,7
SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,1,0,1,0,0,0,0,0,2,0,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,9,0,30,6,3,0,0,0,42,6,48
SANTIVAÑES,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,1,0,0,0,0,1,1,2
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,8,0,1,0,0,0,9,0,9
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,2,0,3,0,0,0,0,0,5,0,5
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,1,0,6,0,0,0,0,0,7,0,7
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,4,1,0,0,0,0,4,1,5
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CARACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COBIJA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,8,0,1,0,0,0,9,0,9
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,2,0,0,0,0,0,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,2,0,28,0,3,0,0,0,33,0,33
EXALTACION,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,1,0,13,0,1,0,0,0,15,0,15
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,1,0,4,0,0,0,0,0,5,0,5
MAPIRI,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,0,0,2,0,0,0,2,0,2
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,1,0,13,0,2,0,0,0,16,0,16
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,2,0,6,0,3,0,0,0,11,0,11
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,1,0,3,0,40,5,0,0,0,1,44,6,50
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,3,1,0,0,0,0,3,1,4
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,1,0,3,0,0,0,0,0,4,0,4
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-09-01,2,0,0,0,2,7,0,0,0,0,4,7,11
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,0,0,2,0,0,0,2,0,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BATALLAS,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMARGO,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,9,0,1,0,0,0,11,0,11
COLQUIRI,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,3,0,1,0,0,0,4,0,4
COTOCA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,3,0,39,0,3,0,0,0,45,0,45
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,9,0,2,0,0,0,12,0,12
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-10-01,1,0,1,0,4,0,1,0,0,0,7,0,7
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,5,0,4,0,0,0,9,0,9
POROMA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,1,0,0,0,3,0,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,2,0,5,0,0,0,0,0,7,0,7
ROBORE,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,1,0,15,0,79,1,6,0,0,0,101,1,102
SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,9,0,0,0,0,0,9,0,9
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,1,0,9,0,2,0,0,0,12,0,12
VIACHA,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-10-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,3,4,0,0,0,0,3,4,7
COTOCA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,3,0,36,0,0,0,0,0,39,0,39
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,2,0,0,0,0,0,3,0,3
HUANUNI,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,16,0,4,0,0,0,21,0,21
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,3,0,1,0,0,0,4,0,4
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,9,0,1,0,0,0,11,0,11
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,2,0,0,0,0,0,3,0,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,1,0,0,0,0,0,2,0,2
ROBORE,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,6,0,0,0,0,0,7,0,7
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,3,1,0,0,0,0,4,1,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,1,0,5,0,54,5,2,1,0,0,62,6,68
SANTA ROSA DEL SARA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,2,0,1,0,0,0,0,0,3,0,3
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,5,0,0,0,0,0,5,0,5
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,2,0,14,0,1,0,0,0,17,0,17
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,4,0,1,0,0,0,5,0,5
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,1,1,0,0,0,0,1,1,2
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ACHOCALLA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,2,0,0,0,0,0,2,0,2
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,9,0,2,0,0,0,11,0,11
COTOCA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,2,0,4,0,0,0,0,0,6,0,6
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,5,0,25,0,1,0,0,0,31,0,31
EL TORNO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,3,0,0,0,0,0,4,0,4
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,20,1,4,1,0,0,25,2,27
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,4,0,2,0,0,0,0,0,6,0,6
MAPIRI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,2,0,0,0,0,0,3,0,3
ORURO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,5,0,1,0,0,0,6,0,6
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,2,0,1,0,0,0,4,0,4
ROBORE,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,2,2
SACABA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,2,0,12,1,36,8,0,0,0,0,50,9,59
SUCRE,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,5,0,0,0,0,0,5,0,5
TARIJA,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,4,0,2,0,0,0,6,0,6
TIPUANI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,1,0,9,0,0,0,0,0,10,0,10
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,salud sexual y reproductiva,preeclampsia severa,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,2,2
