,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
GUTIERREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
HUACARETA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,5,0,0,0,0,0,5,0,5
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,2,0,0,0,0,0,2,0,2
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,1,0,0,0,79,1,3,0,0,0,83,1,84
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,3,0,19,0,3,0,0,0,25,0,25
LLICA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,4,1,0,0,0,0,5,1,6
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,13,0,2,0,0,0,17,0,17
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,4,0,27,0,4,0,0,0,35,0,35
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,2,0,1,0,0,0,5,0,5
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,3,0,33,1,4,0,0,0,40,1,41
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,5,0,21,1,0,0,0,0,26,1,27
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,5,0,16,0,3,0,0,0,24,0,24
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,1,25,0,3,0,0,0,30,1,31
RAQAYPAMPA(ETA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,1,0,4,0,13,0,0,0,0,0,18,0,18
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,3,0,0,0,0,0,3,0,3
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,8,0,0,0,0,0,8,0,8
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,3,0,30,0,3,0,0,0,36,0,36
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,4,0,1,0,0,0,6,0,6
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,5,0,7,0,1,0,0,0,13,0,13
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PABLO DE LIPEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,2,0,1,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,14,0,125,71,5,2,0,0,144,73,217
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,5,0,0,0,0,0,5,0,5
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,5,0,29,5,0,0,0,0,34,5,39
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,11,0,0,0,0,0,11,0,11
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,6,0,0,0,0,0,7,0,7
TOCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,2,0,0,0,0,0,2,0,2
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,7,0,14,0,1,0,0,0,22,0,22
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,0,1,0,0,0,0,1,1,2
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,5,0,0,0,0,0,6,0,6
VILLA RIVERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,1,0,0,0,14,0,0,0,0,0,15,0,15
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,24,0,2,0,0,0,28,0,28
VITICHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,3,0,2,0,0,0,5,0,5
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,7,0,0,0,0,0,8,0,8
YUNCHARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,0,1,0,0,0,0,1,1,2
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,8,0,2,0,0,0,11,0,11
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,1,0,0,0,0,3,1,4
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,10,0,1,0,0,0,12,0,12
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,2,0,1,0,0,0,5,0,5
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,6,0,0,0,0,0,6,0,6
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,6,0,0,0,0,0,6,0,6
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CATACORA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,7,0,0,0,0,0,7,0,7
CHUMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,0,1,0,0,0,0,1,1,2
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,5,0,39,7,4,0,0,0,48,7,55
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,3,0,7,0,1,0,0,0,11,0,11
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,2,0,0,0,0,0,3,0,3
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,2,0,0,0,0,0,3,0,3
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,3,0,13,0,2,0,0,0,18,0,18
DESAGUADERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,4,0,60,3,1,0,0,0,65,3,68
EL CHORO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,6,0,0,0,0,0,6,0,6
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
GENERAL SAAVEDRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
ICLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,8,0,0,0,0,0,8,0,8
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,6,0,151,4,15,0,0,0,172,4,176
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,3,0,7,0,0,0,0,0,10,0,10
LURIBAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,11,0,2,0,0,0,15,0,15
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,15,0,3,0,0,0,18,0,18
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,0,0,0,0,0,0,1,0,1
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,2,0,0,0,0,0,2,0,2
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,19,0,4,0,0,0,25,0,25
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,5,0,26,0,0,0,0,0,31,0,31
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,8,0,44,4,2,0,0,0,54,4,58
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,11,0,0,0,0,0,13,0,13
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,4,0,0,0,0,0,4,0,4
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,6,0,28,0,2,0,0,0,36,0,36
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,4,0,1,0,0,0,5,0,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,3,0,5,0,0,0,0,0,8,0,8
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,4,0,11,1,2,0,0,0,17,1,18
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,13,2,101,42,5,1,0,0,119,45,164
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,2,0,0,0,0,0,3,0,3
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,33,13,1,0,0,0,36,13,49
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,13,0,1,0,0,0,14,0,14
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,0,1,1,0,0,0,1,1,2
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,2,0,0,0,0,0,3,0,3
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,2,0,5,0,0,0,0,0,7,0,7
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,13,0,1,0,0,0,15,0,15
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,1,0,3,0,1,0,0,0,5,0,5
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-04-01,0,0,0,0,3,0,0,0,0,0,3,0,3
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,5,0,0,0,0,0,6,0,6
ANZALDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,5,0,1,0,0,0,7,0,7
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,5,0,0,0,0,0,7,0,7
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,21,0,3,0,0,0,25,0,25
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,3,0,0,0,0,0,4,0,4
CHAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,4,0,1,0,0,0,7,0,7
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,4,0,61,3,7,0,1,0,73,3,76
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,9,0,0,0,0,0,9,0,9
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,0,0,0,0,0,0,2,0,2
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,0,0,0,0,0,0,2,0,2
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CORQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,12,0,1,0,0,0,15,0,15
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CURVA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,7,0,68,10,10,0,0,0,85,10,95
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,8,0,0,0,0,0,8,0,8
ENTRE RIOS TRJ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,3,0,0,0,0,0,3,0,3
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,3,0,0,0,0,0,4,0,4
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,3,0,3,0,2,0,0,0,8,0,8
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,3,0,0,0,0,0,3,0,3
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,3,0,121,0,15,0,0,0,139,0,139
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,4,0,12,0,1,0,0,0,17,0,17
LLICA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,4,0,0,0,0,0,5,0,5
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,1,0,3,0,24,0,0,0,0,0,28,0,28
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,9,0,2,0,0,0,12,0,12
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,6,1,0,0,0,0,6,1,7
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
POJO (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,7,0,31,0,3,0,0,0,41,0,41
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,19,0,0,0,0,0,21,0,21
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,3,0,38,1,4,0,0,0,45,1,46
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,8,0,15,0,0,0,0,0,23,0,23
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,3,0,0,0,0,0,4,0,4
