year,disease_group,disease,municipalities,values,file
2011,estado nutricional,obesidad (o),306,28864,clean/2011/estado-nutricional/obesidad-o.csv
2011,intoxicaciones,plaguicidas,161,8460,clean/2011/intoxicaciones/plaguicidas.csv
2011,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",209,13905,clean/2011/intoxicaciones/otras-intoxicaciones-drogas-farmacos-etc.csv
2011,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),100,7500,clean/2011/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2011,talla para la edad (t/e),talla normal (t n),0,0,clean/2011/talla-para-la-edad-t-e/talla-normal-t-n.csv
2011,talla para la edad (t/e),talla baja (tb),0,0,clean/2011/talla-para-la-edad-t-e/talla-baja-tb.csv
2011,registro de eventos de notificacion inmediata,riada,22,136,clean/2011/registro-de-eventos-de-notificacion-inmediata/riada.csv
2011,registro de eventos de notificacion inmediata,helada/granizo/nevada,13,112,clean/2011/registro-de-eventos-de-notificacion-inmediata/helada-granizo-nevada.csv
2011,registro de eventos de notificacion inmediata,incendio,20,144,clean/2011/registro-de-eventos-de-notificacion-inmediata/incendio.csv
2011,registro de eventos de notificacion inmediata,deslizamiento,15,112,clean/2011/registro-de-eventos-de-notificacion-inmediata/deslizamiento.csv
2011,registro de eventos de notificacion inmediata,inundacion,21,148,clean/2011/registro-de-eventos-de-notificacion-inmediata/inundacion.csv
2011,registro de eventos de notificacion inmediata,otros de excepcion,8,76,clean/2011/registro-de-eventos-de-notificacion-inmediata/otros-de-excepcion.csv
2012,sospecha diagnostica,sarampion / rubeola,30,567,clean/2012/sospecha-diagnostica/sarampion-rubeola.csv
2012,sospecha diagnostica,tos ferina,9,168,clean/2012/sospecha-diagnostica/tos-ferina.csv
2012,sospecha diagnostica,difteria,3,21,clean/2012/sospecha-diagnostica/difteria.csv
2012,sospecha diagnostica,paralisis flacida aguda (polio),13,210,clean/2012/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2012,sospecha diagnostica,fiebre amarilla,6,77,clean/2012/sospecha-diagnostica/fiebre-amarilla.csv
2012,sospecha diagnostica,dengue hemorragico,21,266,clean/2012/sospecha-diagnostica/dengue-hemorragico.csv
2012,sospecha diagnostica,dengue clasico,117,5068,clean/2012/sospecha-diagnostica/dengue-clasico.csv
2012,sospecha diagnostica,fiebre hemorragica boliviana,4,56,clean/2012/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2012,sospecha diagnostica,peste,2,14,clean/2012/sospecha-diagnostica/peste.csv
2012,sospecha diagnostica,meningitis meningococica,5,91,clean/2012/sospecha-diagnostica/meningitis-meningococica.csv
2012,sospecha diagnostica,colera,2,28,clean/2012/sospecha-diagnostica/colera.csv
2012,sospecha diagnostica,enfermedad por hanta virus,9,224,clean/2012/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2012,sospecha diagnostica,rabia humana,3,35,clean/2012/sospecha-diagnostica/rabia-humana.csv
2012,sospecha diagnostica,influenza / pandemica,31,721,clean/2012/sospecha-diagnostica/influenza-pandemica.csv
2012,sospecha diagnostica,rabia canina,41,854,clean/2012/sospecha-diagnostica/rabia-canina.csv
2012,sospecha diagnostica,leptospirosis,16,245,clean/2012/sospecha-diagnostica/leptospirosis.csv
2012,sospecha diagnostica,mordedura de serpiente,94,2170,clean/2012/sospecha-diagnostica/mordedura-de-serpiente.csv
2012,inmunoprevenibles,tetanos neonatal / adulto,18,420,clean/2012/inmunoprevenibles/tetanos-neonatal-adulto.csv
2012,inmunoprevenibles,hepatitis viral,108,7485,clean/2012/inmunoprevenibles/hepatitis-viral.csv
2012,inmunoprevenibles,parotiditis,120,4965,clean/2012/inmunoprevenibles/parotiditis.csv
2012,infecc. de transmision sexual,ulcera genital,137,6240,clean/2012/infecc-de-transmision-sexual/ulcera-genital.csv
2012,infecc. de transmision sexual,flujo uretral (vaginal),239,25770,clean/2012/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
2012,infecc. de transmision sexual,sida *,32,1710,clean/2012/infecc-de-transmision-sexual/sida.csv
2012,infecc. de transmision sexual,sifilis en la mujer embarazada,112,3765,clean/2012/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2012,infecc. de transmision sexual,vih mujer embarazada,39,1395,clean/2012/infecc-de-transmision-sexual/vih-mujer-embarazada.csv
2012,infecc. de transmision sexual,vih poblacion en general,54,2310,clean/2012/infecc-de-transmision-sexual/vih-poblacion-en-general.csv
2012,otras infecciones,enfermedad diarreica aguda,337,60300,clean/2012/otras-infecciones/enfermedad-diarreica-aguda.csv
2012,otras infecciones,ira sin neumonia,337,60450,clean/2012/otras-infecciones/ira-sin-neumonia.csv
2012,otras infecciones,neumonia,327,49875,clean/2012/otras-infecciones/neumonia.csv
2012,otras infecciones,malaria sospechosos,128,11850,clean/2012/otras-infecciones/malaria-sospechosos.csv
2012,otras infecciones,leishmaniasis sospechosos,72,5625,clean/2012/otras-infecciones/leishmaniasis-sospechosos.csv
2012,otras infecciones,"no de personas expuestas al virus rabico(mordida,",206,25590,clean/2012/otras-infecciones/no-de-personas-expuestas-al-virus-rabico-mordida.csv
2012,otras infecciones,chagas agudo,50,2670,clean/2012/otras-infecciones/chagas-agudo.csv
2012,otras infecciones,malaria confirmados,75,5235,clean/2012/otras-infecciones/malaria-confirmados.csv
2012,otras infecciones,leishmaniasis confirmados,68,5505,clean/2012/otras-infecciones/leishmaniasis-confirmados.csv
2012,tuberculosis y lepra,tuberculosis meningea,4,75,clean/2012/tuberculosis-y-lepra/tuberculosis-meningea.csv
2012,tuberculosis y lepra,lepra paucibacilar*,16,570,clean/2012/tuberculosis-y-lepra/lepra-paucibacilar.csv
2012,tuberculosis y lepra,lepra multibacilar *,16,390,clean/2012/tuberculosis-y-lepra/lepra-multibacilar.csv
2012,tuberculosis y lepra,rafa (leves y moderadas),44,1500,clean/2012/tuberculosis-y-lepra/rafa-leves-y-moderadas.csv
2012,tuberculosis y lepra,rafa (graves),19,630,clean/2012/tuberculosis-y-lepra/rafa-graves.csv
2012,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,259,19560,clean/2012/violencia-hechos-de-transito-y-accidentes/intrafamiliar-domestica.csv
2012,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",236,18825,clean/2012/violencia-hechos-de-transito-y-accidentes/otras-violencias-accidentes-agresiones-leer-in.csv
2012,"violencia, hechos de transito y accidentes",hechos de transito,214,18480,clean/2012/violencia-hechos-de-transito-y-accidentes/hechos-de-transito.csv
2012,"violencia, hechos de transito y accidentes",accidentes,199,18450,clean/2012/violencia-hechos-de-transito-y-accidentes/accidentes.csv
2012,mortalidad,muerte materna,71,959,clean/2012/mortalidad/muerte-materna.csv
2012,mortalidad,muerte rn menor de 7 dias,137,3157,clean/2012/mortalidad/muerte-rn-menor-de-7-dias.csv
2012,mortalidad,muerte menor de 1 ano,171,3598,clean/2012/mortalidad/muerte-menor-de-1-ano.csv
2012,mortalidad,muerte  menor de 5 anos por diarrea,57,763,clean/2012/mortalidad/muerte-menor-de-5-anos-por-diarrea.csv
2012,mortalidad,muerte menor de 5 anos por neumonia,31,518,clean/2012/mortalidad/muerte-menor-de-5-anos-por-neumonia.csv
2012,mortalidad,muerte menor de 5 anos por otras causas,157,3458,clean/2012/mortalidad/muerte-menor-de-5-anos-por-otras-causas.csv
2012,mortalidad,otras muertes en mayores de 5 anos,280,13209,clean/2012/mortalidad/otras-muertes-en-mayores-de-5-anos.csv
2012,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,23,301,clean/2012/mortalidad/muerte-menor-de-5-anos-por-desnutricion-aguda-gra.csv
2012,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,217,1856,clean/2012/salud-sexual-y-reproductiva/hemorragia-de-la-primera-mitad-del-embarazo-22.csv
2012,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),313,5330,clean/2012/salud-sexual-y-reproductiva/embarazo-en-adolescente-de-20-anos.csv
2012,salud sexual y reproductiva,preeclampsia severa/eclampsia,147,1086,clean/2012/salud-sexual-y-reproductiva/preeclampsia-severa-eclampsia.csv
2012,estado nutricional,sobrepeso (s),329,39380,clean/2012/estado-nutricional/sobrepeso-s.csv
2012,estado nutricional,nutricion normal (n),336,43219,clean/2012/estado-nutricional/nutricion-normal-n.csv
2012,estado nutricional,desnutricion leve (l),330,37191,clean/2012/estado-nutricional/desnutricion-leve-l.csv
2012,estado nutricional,desnutricion moderada (m),310,24310,clean/2012/estado-nutricional/desnutricion-moderada-m.csv
2012,estado nutricional,desnutricion grave (g),237,10989,clean/2012/estado-nutricional/desnutricion-grave-g.csv
2012,estado nutricional,embarazada desnutrida,268,16753,clean/2012/estado-nutricional/embarazada-desnutrida.csv
2012,estado nutricional,obesidad (o),311,29304,clean/2012/estado-nutricional/obesidad-o.csv
2012,intoxicaciones,plaguicidas,165,7785,clean/2012/intoxicaciones/plaguicidas.csv
2012,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",207,14295,clean/2012/intoxicaciones/otras-intoxicaciones-drogas-farmacos-etc.csv
2012,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),114,8175,clean/2012/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2012,talla para la edad (t/e),talla normal (t n),0,0,clean/2012/talla-para-la-edad-t-e/talla-normal-t-n.csv
2012,talla para la edad (t/e),talla baja (tb),0,0,clean/2012/talla-para-la-edad-t-e/talla-baja-tb.csv
2012,registro de eventos de notificacion inmediata,riada,14,60,clean/2012/registro-de-eventos-de-notificacion-inmediata/riada.csv
2012,registro de eventos de notificacion inmediata,helada/granizo/nevada,13,96,clean/2012/registro-de-eventos-de-notificacion-inmediata/helada-granizo-nevada.csv
2012,registro de eventos de notificacion inmediata,incendio,12,48,clean/2012/registro-de-eventos-de-notificacion-inmediata/incendio.csv
2012,registro de eventos de notificacion inmediata,deslizamiento,11,60,clean/2012/registro-de-eventos-de-notificacion-inmediata/deslizamiento.csv
2012,registro de eventos de notificacion inmediata,inundacion,17,72,clean/2012/registro-de-eventos-de-notificacion-inmediata/inundacion.csv
2012,registro de eventos de notificacion inmediata,otros de excepcion,7,28,clean/2012/registro-de-eventos-de-notificacion-inmediata/otros-de-excepcion.csv
2013,sospecha diagnostica,sarampion / rubeola,30,623,clean/2013/sospecha-diagnostica/sarampion-rubeola.csv
2013,sospecha diagnostica,tos ferina,24,581,clean/2013/sospecha-diagnostica/tos-ferina.csv
2013,sospecha diagnostica,difteria,5,49,clean/2013/sospecha-diagnostica/difteria.csv
2013,sospecha diagnostica,paralisis flacida aguda (polio),16,259,clean/2013/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2013,sospecha diagnostica,fiebre amarilla,10,154,clean/2013/sospecha-diagnostica/fiebre-amarilla.csv
2013,sospecha diagnostica,dengue hemorragico,26,385,clean/2013/sospecha-diagnostica/dengue-hemorragico.csv
2013,sospecha diagnostica,dengue clasico,105,4564,clean/2013/sospecha-diagnostica/dengue-clasico.csv
2013,sospecha diagnostica,fiebre hemorragica boliviana,6,56,clean/2013/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2013,sospecha diagnostica,peste,2,21,clean/2013/sospecha-diagnostica/peste.csv
2013,sospecha diagnostica,meningitis meningococica,8,119,clean/2013/sospecha-diagnostica/meningitis-meningococica.csv
2013,sospecha diagnostica,colera,5,49,clean/2013/sospecha-diagnostica/colera.csv
2013,sospecha diagnostica,enfermedad por hanta virus,11,196,clean/2013/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2013,sospecha diagnostica,rabia humana,3,28,clean/2013/sospecha-diagnostica/rabia-humana.csv
2013,sospecha diagnostica,influenza / pandemica,26,735,clean/2013/sospecha-diagnostica/influenza-pandemica.csv
2013,sospecha diagnostica,rabia canina,40,924,clean/2013/sospecha-diagnostica/rabia-canina.csv
2013,sospecha diagnostica,leptospirosis,16,203,clean/2013/sospecha-diagnostica/leptospirosis.csv
2013,sospecha diagnostica,mordedura de serpiente,100,2275,clean/2013/sospecha-diagnostica/mordedura-de-serpiente.csv
2013,inmunoprevenibles,tetanos neonatal / adulto,14,330,clean/2013/inmunoprevenibles/tetanos-neonatal-adulto.csv
2013,inmunoprevenibles,hepatitis viral,119,8505,clean/2013/inmunoprevenibles/hepatitis-viral.csv
2013,inmunoprevenibles,parotiditis,118,5325,clean/2013/inmunoprevenibles/parotiditis.csv
2013,infecc. de transmision sexual,ulcera genital,129,6330,clean/2013/infecc-de-transmision-sexual/ulcera-genital.csv
2013,infecc. de transmision sexual,flujo uretral (vaginal),253,28005,clean/2013/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
2013,infecc. de transmision sexual,sida *,25,1455,clean/2013/infecc-de-transmision-sexual/sida.csv
2013,infecc. de transmision sexual,sifilis en la mujer embarazada,111,4485,clean/2013/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2013,infecc. de transmision sexual,vih mujer embarazada,35,1485,clean/2013/infecc-de-transmision-sexual/vih-mujer-embarazada.csv
2013,infecc. de transmision sexual,vih poblacion en general,48,2355,clean/2013/infecc-de-transmision-sexual/vih-poblacion-en-general.csv
2013,otras infecciones,enfermedad diarreica aguda,339,60810,clean/2013/otras-infecciones/enfermedad-diarreica-aguda.csv
2013,otras infecciones,ira sin neumonia,339,60945,clean/2013/otras-infecciones/ira-sin-neumonia.csv
2013,otras infecciones,neumonia,326,49470,clean/2013/otras-infecciones/neumonia.csv
2013,otras infecciones,malaria sospechosos,115,11070,clean/2013/otras-infecciones/malaria-sospechosos.csv
2013,otras infecciones,leishmaniasis sospechosos,77,6150,clean/2013/otras-infecciones/leishmaniasis-sospechosos.csv
2013,otras infecciones,"no de personas expuestas al virus rabico(mordida,",229,27315,clean/2013/otras-infecciones/no-de-personas-expuestas-al-virus-rabico-mordida.csv
2013,otras infecciones,chagas agudo,60,3270,clean/2013/otras-infecciones/chagas-agudo.csv
2013,otras infecciones,malaria confirmados,67,4155,clean/2013/otras-infecciones/malaria-confirmados.csv
2013,otras infecciones,leishmaniasis confirmados,81,5970,clean/2013/otras-infecciones/leishmaniasis-confirmados.csv
2013,tuberculosis y lepra,tuberculosis meningea,2,45,clean/2013/tuberculosis-y-lepra/tuberculosis-meningea.csv
2013,tuberculosis y lepra,lepra paucibacilar*,12,420,clean/2013/tuberculosis-y-lepra/lepra-paucibacilar.csv
2013,tuberculosis y lepra,lepra multibacilar *,15,525,clean/2013/tuberculosis-y-lepra/lepra-multibacilar.csv
2013,tuberculosis y lepra,rafa (leves y moderadas),41,1410,clean/2013/tuberculosis-y-lepra/rafa-leves-y-moderadas.csv
2013,tuberculosis y lepra,rafa (graves),10,375,clean/2013/tuberculosis-y-lepra/rafa-graves.csv
2013,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,253,19335,clean/2013/violencia-hechos-de-transito-y-accidentes/intrafamiliar-domestica.csv
2013,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",243,19440,clean/2013/violencia-hechos-de-transito-y-accidentes/otras-violencias-accidentes-agresiones-leer-in.csv
2013,"violencia, hechos de transito y accidentes",hechos de transito,229,20055,clean/2013/violencia-hechos-de-transito-y-accidentes/hechos-de-transito.csv
2013,"violencia, hechos de transito y accidentes",accidentes,215,20895,clean/2013/violencia-hechos-de-transito-y-accidentes/accidentes.csv
2013,mortalidad,muerte materna,64,819,clean/2013/mortalidad/muerte-materna.csv
2013,mortalidad,muerte rn menor de 7 dias,141,2870,clean/2013/mortalidad/muerte-rn-menor-de-7-dias.csv
2013,mortalidad,muerte menor de 1 ano,154,3409,clean/2013/mortalidad/muerte-menor-de-1-ano.csv
2013,mortalidad,muerte  menor de 5 anos por diarrea,50,637,clean/2013/mortalidad/muerte-menor-de-5-anos-por-diarrea.csv
2013,mortalidad,muerte menor de 5 anos por neumonia,41,602,clean/2013/mortalidad/muerte-menor-de-5-anos-por-neumonia.csv
2013,mortalidad,muerte menor de 5 anos por otras causas,141,3332,clean/2013/mortalidad/muerte-menor-de-5-anos-por-otras-causas.csv
2013,mortalidad,otras muertes en mayores de 5 anos,286,13881,clean/2013/mortalidad/otras-muertes-en-mayores-de-5-anos.csv
2013,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,22,259,clean/2013/mortalidad/muerte-menor-de-5-anos-por-desnutricion-aguda-gra.csv
2013,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,206,1758,clean/2013/salud-sexual-y-reproductiva/hemorragia-de-la-primera-mitad-del-embarazo-22.csv
2013,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),307,5606,clean/2013/salud-sexual-y-reproductiva/embarazo-en-adolescente-de-20-anos.csv
2013,salud sexual y reproductiva,preeclampsia severa/eclampsia,152,1114,clean/2013/salud-sexual-y-reproductiva/preeclampsia-severa-eclampsia.csv
2013,estado nutricional,sobrepeso (s),333,39380,clean/2013/estado-nutricional/sobrepeso-s.csv
2013,estado nutricional,nutricion normal (n),337,43428,clean/2013/estado-nutricional/nutricion-normal-n.csv
2013,estado nutricional,desnutricion leve (l),325,33913,clean/2013/estado-nutricional/desnutricion-leve-l.csv
2013,estado nutricional,desnutricion moderada (m),310,23551,clean/2013/estado-nutricional/desnutricion-moderada-m.csv
2013,estado nutricional,desnutricion grave (g),241,11044,clean/2013/estado-nutricional/desnutricion-grave-g.csv
2013,estado nutricional,embarazada desnutrida,268,18491,clean/2013/estado-nutricional/embarazada-desnutrida.csv
2013,estado nutricional,obesidad (o),312,30426,clean/2013/estado-nutricional/obesidad-o.csv
2013,intoxicaciones,plaguicidas,139,7260,clean/2013/intoxicaciones/plaguicidas.csv
2013,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",198,14580,clean/2013/intoxicaciones/otras-intoxicaciones-drogas-farmacos-etc.csv
2013,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),119,8535,clean/2013/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2013,talla para la edad (t/e),talla normal (t n),0,0,clean/2013/talla-para-la-edad-t-e/talla-normal-t-n.csv
2013,talla para la edad (t/e),talla baja (tb),0,0,clean/2013/talla-para-la-edad-t-e/talla-baja-tb.csv
2013,registro de eventos de notificacion inmediata,riada,12,52,clean/2013/registro-de-eventos-de-notificacion-inmediata/riada.csv
2013,registro de eventos de notificacion inmediata,helada/granizo/nevada,28,196,clean/2013/registro-de-eventos-de-notificacion-inmediata/helada-granizo-nevada.csv
2013,registro de eventos de notificacion inmediata,incendio,16,76,clean/2013/registro-de-eventos-de-notificacion-inmediata/incendio.csv
2013,registro de eventos de notificacion inmediata,deslizamiento,5,20,clean/2013/registro-de-eventos-de-notificacion-inmediata/deslizamiento.csv
2013,registro de eventos de notificacion inmediata,inundacion,13,64,clean/2013/registro-de-eventos-de-notificacion-inmediata/inundacion.csv
2013,registro de eventos de notificacion inmediata,otros de excepcion,14,64,clean/2013/registro-de-eventos-de-notificacion-inmediata/otros-de-excepcion.csv
2014,sospecha diagnostica,sarampion / rubeola,36,700,clean/2014/sospecha-diagnostica/sarampion-rubeola.csv
2014,sospecha diagnostica,tos ferina,26,819,clean/2014/sospecha-diagnostica/tos-ferina.csv
2014,sospecha diagnostica,difteria,10,252,clean/2014/sospecha-diagnostica/difteria.csv
2014,sospecha diagnostica,paralisis flacida aguda (polio),22,448,clean/2014/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2014,sospecha diagnostica,fiebre amarilla,15,364,clean/2014/sospecha-diagnostica/fiebre-amarilla.csv
2014,sospecha diagnostica,dengue hemorragico,23,469,clean/2014/sospecha-diagnostica/dengue-hemorragico.csv
2014,sospecha diagnostica,dengue clasico,116,4144,clean/2014/sospecha-diagnostica/dengue-clasico.csv
2014,sospecha diagnostica,fiebre hemorragica boliviana,12,308,clean/2014/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2014,sospecha diagnostica,peste,8,231,clean/2014/sospecha-diagnostica/peste.csv
2014,sospecha diagnostica,meningitis meningococica,13,308,clean/2014/sospecha-diagnostica/meningitis-meningococica.csv
2014,sospecha diagnostica,colera,0,0,clean/2014/sospecha-diagnostica/colera.csv
2014,sospecha diagnostica,enfermedad por hanta virus,21,525,clean/2014/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2014,sospecha diagnostica,rabia humana,10,245,clean/2014/sospecha-diagnostica/rabia-humana.csv
2014,sospecha diagnostica,influenza / pandemica,33,938,clean/2014/sospecha-diagnostica/influenza-pandemica.csv
2014,sospecha diagnostica,rabia canina,49,882,clean/2014/sospecha-diagnostica/rabia-canina.csv
2014,sospecha diagnostica,leptospirosis,27,756,clean/2014/sospecha-diagnostica/leptospirosis.csv
2014,sospecha diagnostica,mordedura de serpiente,124,3024,clean/2014/sospecha-diagnostica/mordedura-de-serpiente.csv
2014,inmunoprevenibles,tetanos neonatal / adulto,26,930,clean/2014/inmunoprevenibles/tetanos-neonatal-adulto.csv
2014,inmunoprevenibles,hepatitis viral,123,8865,clean/2014/inmunoprevenibles/hepatitis-viral.csv
2014,inmunoprevenibles,parotiditis,119,5385,clean/2014/inmunoprevenibles/parotiditis.csv
2014,infecc. de transmision sexual,ulcera genital,155,6840,clean/2014/infecc-de-transmision-sexual/ulcera-genital.csv
2014,infecc. de transmision sexual,flujo uretral (vaginal),283,31980,clean/2014/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
2014,infecc. de transmision sexual,sida *,27,1485,clean/2014/infecc-de-transmision-sexual/sida.csv
2014,infecc. de transmision sexual,sifilis en la mujer embarazada,114,5130,clean/2014/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2014,infecc. de transmision sexual,vih mujer embarazada,53,2220,clean/2014/infecc-de-transmision-sexual/vih-mujer-embarazada.csv
2014,infecc. de transmision sexual,vih poblacion en general,60,3270,clean/2014/infecc-de-transmision-sexual/vih-poblacion-en-general.csv
2014,otras infecciones,enfermedad diarreica aguda,339,60405,clean/2014/otras-infecciones/enfermedad-diarreica-aguda.csv
2014,otras infecciones,ira sin neumonia,339,60615,clean/2014/otras-infecciones/ira-sin-neumonia.csv
2014,otras infecciones,neumonia,324,47670,clean/2014/otras-infecciones/neumonia.csv
2014,otras infecciones,malaria sospechosos,119,8535,clean/2014/otras-infecciones/malaria-sospechosos.csv
2014,otras infecciones,leishmaniasis sospechosos,65,4215,clean/2014/otras-infecciones/leishmaniasis-sospechosos.csv
2014,otras infecciones,"no de personas expuestas al virus rabico(mordida,",254,30360,clean/2014/otras-infecciones/no-de-personas-expuestas-al-virus-rabico-mordida.csv
2014,otras infecciones,chagas agudo,69,3270,clean/2014/otras-infecciones/chagas-agudo.csv
2014,otras infecciones,malaria confirmados,61,3420,clean/2014/otras-infecciones/malaria-confirmados.csv
2014,otras infecciones,leishmaniasis confirmados,79,4845,clean/2014/otras-infecciones/leishmaniasis-confirmados.csv
2014,tuberculosis y lepra,tuberculosis meningea,8,480,clean/2014/tuberculosis-y-lepra/tuberculosis-meningea.csv
2014,tuberculosis y lepra,lepra paucibacilar*,25,975,clean/2014/tuberculosis-y-lepra/lepra-paucibacilar.csv
2014,tuberculosis y lepra,lepra multibacilar *,24,885,clean/2014/tuberculosis-y-lepra/lepra-multibacilar.csv
2014,tuberculosis y lepra,rafa (leves y moderadas),42,1560,clean/2014/tuberculosis-y-lepra/rafa-leves-y-moderadas.csv
2014,tuberculosis y lepra,rafa (graves),11,405,clean/2014/tuberculosis-y-lepra/rafa-graves.csv
2014,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,257,18795,clean/2014/violencia-hechos-de-transito-y-accidentes/intrafamiliar-domestica.csv
2014,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",246,18930,clean/2014/violencia-hechos-de-transito-y-accidentes/otras-violencias-accidentes-agresiones-leer-in.csv
2014,"violencia, hechos de transito y accidentes",hechos de transito,231,20640,clean/2014/violencia-hechos-de-transito-y-accidentes/hechos-de-transito.csv
2014,mortalidad,muerte materna,53,686,clean/2014/mortalidad/muerte-materna.csv
2014,mortalidad,muerte rn menor de 7 dias,121,2282,clean/2014/mortalidad/muerte-rn-menor-de-7-dias.csv
2014,mortalidad,muerte menor de 1 ano,136,2436,clean/2014/mortalidad/muerte-menor-de-1-ano.csv
2014,mortalidad,muerte  menor de 5 anos por diarrea,34,371,clean/2014/mortalidad/muerte-menor-de-5-anos-por-diarrea.csv
2014,mortalidad,muerte menor de 5 anos por neumonia,38,511,clean/2014/mortalidad/muerte-menor-de-5-anos-por-neumonia.csv
2014,mortalidad,muerte menor de 5 anos por otras causas,153,2933,clean/2014/mortalidad/muerte-menor-de-5-anos-por-otras-causas.csv
2014,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,22,238,clean/2014/mortalidad/muerte-menor-de-5-anos-por-desnutricion-aguda-gra.csv
2014,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),328,5630,clean/2014/salud-sexual-y-reproductiva/embarazo-en-adolescente-de-20-anos.csv
2014,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,174,1156,clean/2014/salud-sexual-y-reproductiva/hemorragia-de-la-primera-mitad-del-embarazo-22.csv
2014,salud sexual y reproductiva,preeclampsia severa/eclampsia,132,916,clean/2014/salud-sexual-y-reproductiva/preeclampsia-severa-eclampsia.csv
2014,estado nutricional,sobrepeso (s),338,38093,clean/2014/estado-nutricional/sobrepeso-s.csv
2014,estado nutricional,nutricion normal (n),339,41756,clean/2014/estado-nutricional/nutricion-normal-n.csv
2014,estado nutricional,desnutricion moderada (m),316,23232,clean/2014/estado-nutricional/desnutricion-moderada-m.csv
2014,estado nutricional,desnutricion grave (g),254,11484,clean/2014/estado-nutricional/desnutricion-grave-g.csv
2014,estado nutricional,embarazada desnutrida,287,19294,clean/2014/estado-nutricional/embarazada-desnutrida.csv
2014,estado nutricional,obesidad (o),326,30063,clean/2014/estado-nutricional/obesidad-o.csv
2014,intoxicaciones,plaguicidas,151,7065,clean/2014/intoxicaciones/plaguicidas.csv
2014,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",205,14475,clean/2014/intoxicaciones/otras-intoxicaciones-drogas-farmacos-etc.csv
2014,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),132,9225,clean/2014/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2014,talla para la edad (t/e),talla normal (t n),0,0,clean/2014/talla-para-la-edad-t-e/talla-normal-t-n.csv
2014,talla para la edad (t/e),talla baja (tb),0,0,clean/2014/talla-para-la-edad-t-e/talla-baja-tb.csv
2014,registro de eventos de notificacion inmediata,riada,32,144,clean/2014/registro-de-eventos-de-notificacion-inmediata/riada.csv
2014,registro de eventos de notificacion inmediata,helada/granizo/nevada,30,236,clean/2014/registro-de-eventos-de-notificacion-inmediata/helada-granizo-nevada.csv
2014,registro de eventos de notificacion inmediata,incendio,10,44,clean/2014/registro-de-eventos-de-notificacion-inmediata/incendio.csv
2014,registro de eventos de notificacion inmediata,deslizamiento,21,96,clean/2014/registro-de-eventos-de-notificacion-inmediata/deslizamiento.csv
2014,registro de eventos de notificacion inmediata,inundacion,34,204,clean/2014/registro-de-eventos-de-notificacion-inmediata/inundacion.csv
2014,registro de eventos de notificacion inmediata,otros de excepcion,16,68,clean/2014/registro-de-eventos-de-notificacion-inmediata/otros-de-excepcion.csv
2015,sospecha diagnostica,sarampion / rubeola,18,1150,clean/2015/sospecha-diagnostica/sarampion-rubeola.csv
2015,sospecha diagnostica,sindrome de rubeola congenita,2,414,clean/2015/sospecha-diagnostica/sindrome-de-rubeola-congenita.csv
2015,sospecha diagnostica,tos ferina/coqueluche,18,1610,clean/2015/sospecha-diagnostica/tos-ferina-coqueluche.csv
